CONTROL,JAMMORT,JHELOCADD,JHELOCBAL,JHELOCLIM,JINTRATE,JLOANTYPE,JMISCPMT,JMORTADDTN,JMORTCLASS,JMORTLINE,JMORTTYPE,JPMTAMT,JPMTFREQ,JPMTONLY,JREFI,JREFICSH,JREFICSHAMT,JTAXPMT,AMMORT,REFI,MORTCLASS,MORTTYPE,TAXPMT,PMTONLY,MORTLINE,REFICSHAMT,MORTADDTN,HELOCLIM,REFICSH,HELOCBAL,HELOCADD,PMTFREQ,LOANTYPE,MISCPMT,PMTAMT,INTRATE
'11056267','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',214723,'2','1','1','1',1011,1,-6,-6,-6,'-6','-6','-6','1','1','1',1648,3.582
'11056275','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',307846,'1','1','1','1',1429,1,194978,100,-6,'1','-6','-6','1','1','1',1486,4.049
'11056291','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',480572,'1','1','2','1',1968,1,-6,-6,-6,'2','-6','-6','1','1','1',1163,3.074
'11056293','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,67579,'-6','1','1','-6','3','2',339,4.905
'11056296','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',50152,'2','1','1','1',241,1,-6,-6,-6,'-6','-6','-6','1','1','1',378,4.208
'11056301','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',266240,'1','1','2','1',1101,1,-6,-6,-6,'2','-6','-6','1','1','1',1431,2.774
'11056301','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',69532,'2','1','1','2',766,2,-6,-6,-6,'-6','-6','-6','1','2','2',637,4.583
'11056304','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',131199,'2','1','1','1',576,1,-6,-6,-6,'-6','-6','-6','1','1','1',953,3.186
'11056307','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',81395,'2','1','1','1',502,1,-6,-6,-6,'-6','-6','-6','1','1','1',565,6.518
'11056311','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',290133,'2','1','1','2',1265,1,-6,-6,-6,'-6','-6','-6','1','1','2',827,3.295
'11056313','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,-9,'-6','2','2','-6','3','2',-6,3.414
'11056323','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',117634,'2','1','1','1',550,1,-6,-6,-6,'-6','-6','-6','1','1','1',848,3.229
'11056323','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,98504,'-6','1','1','-6','3','2',716,7.489
'11056328','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0',304254,'1','1','1','1',990,1,-6,-6,-6,'2','-6','-6','1','1','1',1457,2.815
'11056331','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',271444,'1','1','1','1',1003,1,-6,-6,-6,'2','-6','-6','1','1','1',1541,3.851
'11056340','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',209847,'1','1','1','1',1448,1,-6,-6,-6,'2','-6','-6','1','1','1',2708,2.608
'11056354','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',113111,'2','1','1','1',220,1,-6,-6,-6,'-6','-6','-6','2','1','1',754,2.272
'11056358','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',340540,'1','1','1','1',1945,1,-6,-6,-6,'2','-6','-6','1','1','1',3971,2.803
'11056360','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',193362,'2','1','2','1',790,1,-6,-6,-6,'-6','-6','-6','1','1','1',1175,2.393
'11056370','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',200864,'1','1','1','1',1334,1,-6,-6,-6,'2','-6','-6','1','1','1',2221,2.835
'11056386','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',460877,'1','1','1','1',2340,1,-6,-6,-6,'2','-6','-6','1','1','1',2190,3.046
'11056388','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',252008,'2','1','1','1',1062,1,-6,-6,-6,'-6','-6','-6','1','1','1',1537,2.493
'11056389','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',120048,'-9','1','1','-9',543,1,-6,-6,-6,'-6','-6','-6','-9','1','2',577,4.008
'11056391','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',348048,'2','1','1','1',1634,1,-6,-6,-6,'-6','-6','-6','1','1','1',2348,3.734
'11056398','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',192583,'2','1','2','2',560,1,-6,-6,-6,'-6','-6','-6','1','1','1',16925,1.724
'11056400','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',479353,'2','1','1','1',1858,1,-6,-6,-6,'-6','-6','-6','1','1','1',2945,2.142
'11056404','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',162807,'2','1','1','1',675,1,-6,-6,-6,'-6','-6','-6','1','1','1',1563,5.066
'11056407','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',326758,'1','1','1','2',1356,1,-6,-6,-6,'2','-6','-6','1','1','2',1312,2.845
'11056416','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','1',434564,'1','1','1','1',1670,1,-6,-6,-6,'2','-6','-6','1','1','2',1090,4.889
'11056416','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','1',32974,'2','1','1','2',113,2,-6,-6,-6,'-6','-6','-6','1','2','2',100,1.616
'11056421','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',199260,'-9','1','1','-9',833,1,-6,-6,-6,'-6','-6','-6','-9','1','2',873,3.413
'11056422','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',377503,'-9','1','1','-9',5017,1,-6,-6,-6,'-6','-6','-6','-9','1','2',3166,7.526
'11056425','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',133074,'1','1','1','1',757,1,-6,-6,-6,'2','-6','-6','1','1','1',932,2.689
'11056426','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',296960,'1','1','1','1',1218,1,-6,-6,-6,'2','-6','-6','1','1','1',2040,2.531
'11056429','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',567740,'1','1','1','1',3692,1,-6,-6,-6,'2','-6','-6','1','1','2',3094,5.356
'11056436','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',196957,'1','1','1','1',1504,1,50174,0,-6,'1','-6','-6','1','1','1',1788,2.934
'11056445','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',268073,'2','1','1','1',1084,1,-6,-6,-6,'-6','-6','-6','1','1','1',1498,2.092
'11056447','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',416834,'1','1','1','1',1687,1,-6,-6,-6,'2','-6','-6','1','1','2',2190,2.292
'11056459','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',144903,'-9','1','1','-9',1232,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1329,4.269
'11056467','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',1249071,'1','1','1','1',9404,1,-6,-6,-6,'2','-6','-6','1','1','1',11379,2.277
'11056468','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',229588,'1','1','1','1',817,1,15515,9,-6,'1','-6','-6','1','1','1',1377,3.291
'11056468','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,36201,'-6','2','2','-6','3','2',-6,8.854
'11056469','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',349533,'2','1','1','1',1424,1,-6,-6,-6,'-6','-6','-6','1','1','1',1819,3.032
'11056478','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',90455,'2','1','1','1',486,1,-6,-6,-6,'-6','-6','-6','1','1','1',460,5.235
'11056485','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',191307,'-9','1','1','-9',1360,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1225,2.636
'11056486','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',187445,'1','1','1','1',1165,1,-6,-6,-6,'2','-6','-6','1','1','1',1698,6.022
'11056486','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',148441,'2','1','1','2',888,2,-6,-6,-6,'-6','-6','-6','1','2','2',1003,4.808
'11056488','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',198767,'2','1','1','1',897,1,-6,-6,-6,'-6','-6','-6','1','1','1',1835,3.972
'11056503','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',165557,'-9','1','1','-9',1186,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1130,8.52
'11056508','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',106529,'2','1','1','1',485,1,-6,-6,-6,'-6','-6','-6','1','1','1',806,3.326
'11056512','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',77002,'1','1','1','1',406,1,-6,-6,-6,'2','-6','-6','1','1','1',1006,4.57
'11056515','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',125689,'2','1','1','1',945,1,-6,-6,-6,'-6','-6','-6','1','1','1',1078,9.148
'11056519','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,42143,'-6','1','1','-6','3','2',305,7.945
'11056521','2','0','0','0','2','0','0','0','0','0','0','1','0','3','0','0','0','0',86148,'2','1','1','2',464,1,-6,-6,-6,'-6','-6','-6','1','1','2',432,3.796
'11056531','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',336967,'2','1','1','1',1670,1,-6,-6,-6,'-6','-6','-6','1','1','1',1978,4.9
'11056532','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',372479,'1','1','1','1',1430,1,-6,-6,-6,'2','-6','-6','1','1','1',1879,1.773
'11056547','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',252004,'2','1','1','1',1104,1,-6,-6,-6,'-6','-6','-6','1','1','1',3198,7.522
'11056551','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',223693,'2','1','1','1',948,1,-6,-6,-6,'-6','-6','-6','1','1','1',1431,2.75
'11056562','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',212169,'1','1','1','2',1479,1,-6,-6,-6,'2','-6','-6','1','1','2',1544,2.509
'11056566','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',83676,'2','1','1','2',346,1,-6,-6,-6,'-6','-6','-6','1','1','1',1278,4.017
'11056571','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',117194,'2','1','1','1',462,1,-6,-6,-6,'-6','-6','-6','1','1','1',1108,2.866
'11056578','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',135121,'2','1','1','1',734,1,-6,-6,-6,'-6','-6','-6','1','1','2',1965,4.374
'11056584','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',171400,'-9','1','1','-9',776,1,-6,-6,-6,'-6','-6','-6','-9','1','2',539,3.329
'11056590','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',266428,'-9','1','1','-9',1334,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1302,3.606
'11056594','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',152420,'2','1','1','2',569,1,-6,-6,-6,'-6','-6','-6','1','1','1',1392,2.226
'11056596','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',92094,'2','1','1','1',455,1,-6,-6,-6,'-6','-6','-6','1','1','1',834,5.245
'11056603','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',336964,'2','1','1','1',1855,1,-6,-6,-6,'-6','-6','-6','1','1','1',2523,5.182
'11056604','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',170899,'1','1','1','1',1232,1,-9,0,-6,'1','-6','-6','1','1','1',55666,4.587
'11056609','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',219016,'1','1','1','1',1465,1,-6,-6,-6,'2','-6','-6','1','1','1',2035,3.645
'11056624','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',307330,'2','1','1','1',1536,1,-6,-6,-6,'-6','-6','-6','1','1','1',1854,2.663
'11056634','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',134428,'1','1','1','1',631,1,-6,-6,-6,'2','-6','-6','1','1','1',1138,4.146
'11056640','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',98063,'2','1','1','2',470,1,-6,-6,-6,'-6','-6','-6','1','1','2',366,3.883
'11056642','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',94021,'2','1','1','2',392,1,-6,-6,-6,'-6','-6','-6','1','1','2',405,3.489
'11056647','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',242852,'1','1','1','2',1061,1,-6,-6,-6,'2','-6','-6','1','1','2',868,2.548
'11056650','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',187895,'1','1','1','1',719,1,-6,-6,-6,'2','-6','-6','1','1','1',1114,3.168
'11056651','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',45643,'2','1','1','1',307,1,-6,-6,-6,'-6','-6','-6','1','1','1',393,6.431
'11056652','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',109873,'1','1','1','2',698,1,137617,100,-6,'1','-6','-6','1','1','2',728,3.578
'11056656','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',50903,'2','1','1','2',218,1,-6,-6,-6,'-6','-6','-6','1','1','2',519,2.62
'11056668','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',379772,'2','1','1','2',1122,1,-6,-6,-6,'-6','-6','-6','2','1','2',1128,5.681
'11056669','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',289836,'1','1','1','1',1746,1,-6,-6,-6,'2','-6','-6','1','1','1',1554,4.54
'11056670','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,47788,'-6','1','1','-6','3','2',201,7.962
'11056673','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',366847,'1','1','1','1',863,1,123425,0,-6,'1','-6','-6','1','1','1',1934,2.436
'11056679','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',491582,'1','1','1','1',1926,1,91138,0,-6,'1','-6','-6','1','1','1',4509,7.232
'11056682','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',318716,'2','1','1','1',2254,1,-6,-6,-6,'-6','-6','-6','1','1','1',24646,6.487
'11056685','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',35473,'-9','1','1','-9',127,1,-6,-6,-6,'-6','-6','-6','-9','1','2',156,2.636
'11056692','2','0','0','0','2','0','0','0','0','0','0','0','0','3','0','0','0','0',244240,'2','1','1','1',608,1,-6,-6,-6,'-6','-6','-6','2','1','1',2540,5.53
'11056693','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,546161,'-6','1','2','-6','3','2',2280,2.004
'11056696','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',67576,'1','1','1','1',521,1,-6,-6,-6,'2','-6','-6','1','1','1',753,3.422
'11056698','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',458792,'1','1','2','1',1720,1,-6,-6,-6,'2','-6','-6','1','1','1',3913,4.265
'11056699','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',812629,'1','1','1','2',1182,1,-6,-6,-6,'2','-6','-6','2','1','2',2811,2.688
'11056723','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',70476,'-9','1','1','-9',525,1,-6,-6,-6,'-6','-6','-6','-9','1','2',540,7.644
'11056725','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',521312,'1','1','1','2',2107,1,161495,0,-6,'1','-6','-6','1','1','1',3837,4.961
'11056725','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,114848,'-6','1','2','-6','3','2',89,7.681
'11056739','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',67112,'2','1','1','1',264,1,-6,-6,-6,'-6','-6','-6','1','1','1',2310,2.462
'11056741','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',228628,'2','1','1','1',1038,1,-6,-6,-6,'-6','-6','-6','1','1','1',1610,3.548
'11056749','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',689896,'2','1','1','2',2704,1,-6,-6,-6,'-6','-6','-6','1','1','2',2933,1.973
'11056751','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',196803,'1','1','1','1',1624,1,-6,-6,-6,'2','-6','-6','1','1','1',2541,3.598
'11056752','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',404855,'1','1','1','2',1590,1,-6,-6,-6,'2','-6','-6','1','1','2',1704,3.631
'11056754','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',1194,'-9','1','1','-9',5,1,-6,-6,-6,'-6','-6','-6','-9','1','2',4,3.161
'11056755','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',590980,'1','1','1','2',2735,1,-6,-6,-6,'2','-6','-6','1','1','2',3332,3.007
'11056756','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',21581,'2','1','1','2',61,1,-6,-6,-6,'-6','-6','-6','1','1','2',51,1.029
'11056760','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',223939,'1','1','1','1',1399,1,-6,-6,-6,'2','-6','-6','1','1','1',968,5.021
'11056774','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',432366,'2','1','2','1',2636,1,-6,-6,-6,'-6','-6','-6','1','1','1',3037,2.805
'11056775','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',690850,'2','1','1','1',4483,1,-6,-6,-6,'-6','-6','-6','1','1','1',1596,6.767
'11056776','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',134655,'-9','1','1','-9',534,1,-6,-6,-6,'-6','-6','-6','-9','1','2',504,2.716
'11056781','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',785140,'1','1','1','1',6391,1,-6,-6,-6,'2','-6','-6','1','1','1',10264,2.98
'11056791','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',170483,'2','1','1','2',850,1,-6,-6,-6,'-6','-6','-6','1','1','1',929,4.168
'11056795','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',585267,'-9','1','1','-9',5553,1,-6,-6,-6,'-6','-6','-6','-9','1','2',5558,6.43
'11056801','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',91996,'2','1','1','1',391,1,-6,-6,-6,'-6','-6','-6','1','1','2',624,2.94
'11056809','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',219393,'2','1','1','1',861,1,-6,-6,-6,'-6','-6','-6','1','1','1',1164,2.546
'11056811','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',173904,'2','1','2','1',1381,1,-6,-6,-6,'-6','-6','-6','1','1','1',1385,4.366
'11056813','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',264860,'2','1','1','1',1122,1,-6,-6,-6,'-6','-6','-6','1','1','1',1896,4.246
'11056814','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',448597,'1','1','1','1',2717,1,125195,27,-6,'1','-6','-6','1','1','1',4136,2.484
'11056824','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',233132,'2','1','1','1',1155,1,-6,-6,-6,'-6','-6','-6','1','1','2',1532,5.159
'11056825','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',211868,'1','1','1','1',1331,1,-6,-6,-6,'2','-6','-6','1','1','1',2081,3.729
'11056830','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',192011,'-9','1','1','-9',1141,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1199,2.078
'11056836','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',300984,'2','1','1','2',1388,1,-6,-6,-6,'-6','-6','-6','1','1','2',2179,3.583
'11056840','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',82144,'1','1','1','1',327,1,-6,-6,-6,'2','-6','-6','1','1','1',646,2.862
'11056845','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',279304,'2','1','1','2',1122,1,-6,-6,-6,'-6','-6','-6','1','1','2',1282,2.379
'11056846','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',308290,'2','1','1','2',1374,1,-6,-6,-6,'-6','-6','-6','1','1','2',1261,3.901
'11056851','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',137095,'1','1','1','1',629,1,-6,-6,-6,'2','-6','-6','1','1','1',1023,3.609
'11056859','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',124420,'1','1','1','1',528,1,-6,-6,-6,'2','-6','-6','1','1','1',930,3.115
'11056860','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',370934,'2','1','1','1',1622,1,-6,-6,-6,'-6','-6','-6','1','1','1',1655,2.758
'11056867','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',250652,'2','1','1','1',1004,1,-6,-6,-6,'-6','-6','-6','1','1','2',1138,2.85
'11056872','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',191810,'2','1','1','2',1216,1,-6,-6,-6,'-6','-6','-6','1','1','2',1404,3.094
'11056873','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',176051,'2','1','1','1',738,1,-6,-6,-6,'-6','-6','-6','1','1','1',1442,3.27
'11056879','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',485554,'1','1','1','1',3195,1,179462,0,-6,'1','-6','-6','1','1','1',3646,2.331
'11056884','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',167511,'1','1','1','1',1050,1,-6,-6,-6,'2','-6','-6','1','1','1',1340,2.798
'11056885','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',109422,'2','1','1','2',952,1,-6,-6,-6,'-6','-6','-6','1','1','2',769,6.244
'11056891','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',301420,'2','1','1','1',1647,1,-6,-6,-6,'-6','-6','-6','1','1','1',2473,5.305
'11056892','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',173423,'-9','1','1','-9',812,1,-6,-6,-6,'-6','-6','-6','-9','1','2',999,3.011
