CONTROL,JAMMORT,JHELOCADD,JHELOCBAL,JHELOCLIM,JINTRATE,JLOANTYPE,JMISCPMT,JMORTADDTN,JMORTCLASS,JMORTLINE,JMORTTYPE,JPMTAMT,JPMTFREQ,JPMTONLY,JREFI,JREFICSH,JREFICSHAMT,JTAXPMT,AMMORT,REFI,MORTCLASS,MORTTYPE,TAXPMT,PMTONLY,MORTLINE,REFICSHAMT,MORTADDTN,HELOCLIM,REFICSH,HELOCBAL,HELOCADD,PMTFREQ,LOANTYPE,MISCPMT,PMTAMT,INTRATE
'11055586','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',230724,'2','1','1','1',1060,1,-6,-6,-6,'-6','-6','-6','1','1','1',1756,3.872
'11055587','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',195372,'2','1','1','1',781,1,-6,-6,-6,'-6','-6','-6','1','1','1',1519,3.005
'11055596','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',158314,'2','1','1','1',747,1,-6,-6,-6,'-6','-6','-6','1','1','1',1196,3.713
'11055601','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',239376,'1','1','1','2',1392,1,-6,-6,-6,'2','-6','-6','1','1','2',1471,3.585
'11055602','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',137335,'2','1','1','1',527,1,-6,-6,-6,'-6','-6','-6','1','1','1',1053,2.902
'11055603','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',149017,'2','1','1','1',679,1,-6,-6,-6,'-6','-6','-6','1','1','1',1001,3.084
'11055605','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',61593,'1','1','1','1',239,1,-6,-6,-6,'2','-6','-6','1','1','1',387,3.01
'11055609','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',34543,'2','1','1','1',158,1,-6,-6,-6,'-6','-6','-6','1','1','1',571,3.849
'11055610','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0',82463,'1','1','1','2',473,1,9907,0,-6,'1','-6','-6','1','1','2',796,4.994
'11055611','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',139898,'1','1','1','1',583,1,9337,0,-6,'1','-6','-6','1','1','1',1391,3.491
'11055612','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',176769,'1','1','1','1',827,1,-6,-6,-6,'2','-6','-6','1','1','1',1093,2.893
'11055616','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',294659,'1','1','2','1',1449,1,70299,41,-6,'1','-6','-6','1','1','1',2305,7.082
'11055617','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',316287,'1','1','1','1',1966,1,-6,-6,-6,'-9','-6','-6','1','1','1',3236,9.041
'11055617','0','0','1','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,-9,'-6','1','-9','-6','3','2',-9,8.87
'11055623','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',812824,'2','1','1','1',3420,1,-6,-6,-6,'-6','-6','-6','1','1','1',5612,2.931
'11055632','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',366031,'2','1','1','1',2168,1,-6,-6,-6,'-6','-6','-6','1','1','1',2909,6.899
'11055633','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',14421,'1','1','1','1',101,1,18939,99,-6,'1','-6','-6','1','1','1',1154,2.681
'11055645','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',268731,'1','1','1','1',1095,1,-6,-6,-6,'2','-6','-6','1','1','1',1894,3.2
'11055652','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',228905,'1','1','1','1',458,1,-6,-6,-6,'2','-6','-6','2','1','1',1829,3.023
'11055652','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,208097,'-6','1','2','-6','3','2',551,9.234
'11055662','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',301454,'2','1','2','1',1392,1,-6,-6,-6,'-6','-6','-6','1','1','1',1947,3.255
'11055665','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',158580,'-9','1','1','-9',631,1,-6,-6,-6,'-6','-6','-6','-9','1','2',618,3.1
'11055674','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',333586,'2','1','1','1',1251,1,-6,-6,-6,'-6','-6','-6','1','1','1',3678,3.244
'11055677','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',201938,'1','1','1','1',1119,1,-6,-6,-6,'2','-6','-6','1','1','1',1851,2.992
'11055700','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',32833,'1','1','1','1',131,1,-6,-6,-6,'2','-6','-6','1','1','1',2145,2.253
'11055705','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',209636,'2','1','1','-9',1086,1,-6,-6,-6,'-6','-6','-6','1','1','1',2012,2.812
'11055708','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',87512,'1','1','1','2',609,1,55109,0,-6,'1','-6','-6','1','1','2',663,7.327
'11055714','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',1277674,'1','1','2','2',5396,1,-6,-6,-6,'2','-6','-6','1','1','2',5207,3.045
'11055715','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',507786,'1','1','1','2',1931,1,-6,-6,-6,'2','-6','-6','1','1','2',1899,2.4
'11055716','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1',652379,'2','1','1','1',2946,1,-6,-6,-6,'-6','-6','-6','1','1','2',4992,4.046
'11055716','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1',286661,'2','1','1','2',1321,2,-6,-6,-6,'-6','-6','-6','1','2','2',1166,4.539
'11055721','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',290843,'2','1','1','1',1424,1,-6,-6,-6,'-6','-6','-6','1','1','1',1310,4.37
'11055727','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',191661,'1','1','1','1',1096,1,-6,-6,-6,'2','-6','-6','1','1','1',1618,4.733
'11055729','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',172210,'1','1','1','1',744,1,-6,-6,-6,'2','-6','-6','1','1','1',993,3.248
'11055731','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',604027,'2','1','1','1',3313,1,-6,-6,-6,'-6','-6','-6','1','1','1',4454,2.437
'11055733','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',261807,'2','1','1','1',894,1,-6,-6,-6,'-6','-6','-6','1','1','1',1370,3.767
'11055736','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',315829,'1','1','1','1',2218,1,-6,-6,-6,'2','-6','-6','1','1','1',2409,3.25
'11055737','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',454178,'2','1','1','2',2091,1,-6,-6,-6,'-6','-6','-6','1','1','2',2119,3.461
'11055740','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',209324,'1','1','1','1',972,1,-6,-6,-6,'2','-6','-6','1','1','1',1656,2.671
'11055741','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',235605,'2','1','1','1',1446,1,-6,-6,-6,'-6','-6','-6','1','1','1',2095,4.872
'11055744','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',304177,'2','1','1','1',1958,1,-6,-6,-6,'-6','-6','-6','1','1','1',2225,4.328
'11055745','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',366868,'1','1','1','1',1347,1,-6,-6,-6,'2','-6','-6','1','1','1',2176,2.02
'11055747','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',239654,'2','1','2','1',1219,1,-6,-6,-6,'-6','-6','-6','1','1','1',1537,4.281
'11055759','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',495236,'2','1','1','1',2218,1,-6,-6,-6,'-6','-6','-6','1','1','1',2321,2.87
'11055763','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',34349,'2','1','1','1',258,1,-6,-6,-6,'-6','-6','-6','1','1','1',1152,2.95
'11055772','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',404085,'2','1','1','1',1474,1,-6,-6,-6,'-6','-6','-6','1','1','1',2615,2.16
'11055774','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',251619,'2','1','1','1',1086,1,-6,-6,-6,'-6','-6','-6','1','1','1',1731,3.097
'11055776','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',600183,'2','1','1','-9',2611,1,-6,-6,-6,'-6','-6','-6','1','1','1',1021,3.917
'11055779','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',33640,'-9','1','1','-9',141,1,-6,-6,-6,'-6','-6','-6','-9','1','2',150,3.026
'11055800','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',219134,'2','1','1','1',950,1,-6,-6,-6,'-6','-6','-6','1','1','1',1785,3.601
'11055810','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',66125,'1','1','1','1',554,1,-6,-6,-6,'2','-6','-6','1','1','2',687,6.244
'11055816','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',173259,'2','1','2','1',890,1,-6,-6,-6,'-6','-6','-6','1','1','1',1439,4.888
'11055819','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',77961,'2','1','1','1',330,1,-6,-6,-6,'-6','-6','-6','1','1','1',948,3.281
'11055821','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',514829,'2','1','1','1',2830,1,-6,-6,-6,'-6','-6','-6','1','1','1',4600,6.988
'11055822','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',182866,'1','1','1','1',953,1,8515,62,-6,'1','-6','-6','1','1','2',1121,3.636
'11055836','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',644137,'2','1','2','1',2624,1,-6,-6,-6,'-6','-6','-6','1','1','1',3777,4.005
'11055837','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',123145,'2','1','1','2',490,1,-6,-6,-6,'-6','-6','-6','1','1','2',1896,3.942
'11055838','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',183606,'1','1','1','1',1088,1,-6,-6,-6,'2','-6','-6','1','1','1',1063,3.016
'11055843','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',160701,'2','1','1','1',558,1,-6,-6,-6,'-6','-6','-6','1','1','1',1637,3.456
'11055847','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',141284,'1','1','1','1',558,1,-6,-6,-6,'2','-6','-6','1','1','1',1115,2.346
'11055848','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',189618,'1','1','1','1',2097,1,-6,-6,-6,'2','-6','-6','1','1','1',2439,3.201
'11055848','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,-9,'-6','1','1','-6','3','2',345,5.212
'11055851','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',233971,'2','1','1','1',908,1,-6,-6,-6,'-6','-6','-6','1','1','1',1805,2.758
'11055853','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',597828,'2','1','1','2',2753,1,-6,-6,-6,'-6','-6','-6','1','1','1',4292,5.446
'11055861','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',184297,'1','1','1','1',1416,1,-6,-6,-6,'2','-6','-6','1','1','1',1651,3.404
'11055871','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',371943,'2','1','1','1',1699,1,-6,-6,-6,'-6','-6','-6','1','1','2',1371,4.006
'11055874','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',249950,'2','1','1','1',1305,1,-6,-6,-6,'-6','-6','-6','1','1','1',1915,4.143
'11055875','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',112854,'2','1','1','1',435,1,-6,-6,-6,'-6','-6','-6','1','1','1',810,2.879
'11055879','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',416998,'2','1','1','1',1981,1,-6,-6,-6,'-6','-6','-6','1','1','1',2738,3.826
'11055881','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',23199,'1','1','1','1',92,1,-6,-6,-6,'2','-6','-6','1','1','2',1279,3.491
'11055882','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',419125,'1','1','1','1',1458,1,-6,-6,-6,'2','-6','-6','1','1','2',3035,2.595
'11055882','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,201339,'-6','2','1','-6','3','2',-6,6.706
'11055883','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',139219,'-9','1','1','-9',698,1,-6,-6,-6,'-6','-6','-6','-9','1','2',788,5.341
'11055885','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',258448,'2','1','1','1',932,1,-6,-6,-6,'-6','-6','-6','1','1','1',1419,3.418
'11055895','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',262154,'2','1','1','1',1438,1,-6,-6,-6,'-6','-6','-6','1','1','1',1384,3.757
'11055898','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',139361,'2','1','1','1',997,1,-6,-6,-6,'-6','-6','-6','1','1','1',1286,6.006
'11055901','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',191078,'2','1','1','1',1176,1,-6,-6,-6,'-6','-6','-6','1','1','1',1614,5.782
'11055914','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',497815,'1','1','2','1',1679,1,-6,-6,-6,'2','-6','-6','1','1','1',2441,3.653
'11055916','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',224841,'1','1','1','1',1152,1,-6,-6,-6,'2','-6','-6','1','1','1',1591,4.355
'11055920','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',464485,'2','1','1','1',2591,1,-6,-6,-6,'-6','-6','-6','1','1','1',944,4.065
'11055923','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',83765,'2','1','1','1',642,1,-6,-6,-6,'-6','-6','-6','1','1','1',1039,5.169
'11055925','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',4906395,'2','1','1','1',31194,1,-6,-6,-6,'-6','-6','-6','1','1','1',4492,4.909
'11055929','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',430645,'2','1','1','1',2122,1,-6,-6,-6,'-6','-6','-6','1','1','1',2862,3.102
'11055930','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',485483,'-9','1','1','-9',2082,1,-6,-6,-6,'-6','-6','-6','-9','1','2',2021,2.563
'11055933','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',146576,'2','1','1','1',1458,1,-6,-6,-6,'-6','-6','-6','1','1','1',1798,3.003
'11055938','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',130264,'-9','1','1','2',1081,1,-6,-6,-6,'-6','-6','-6','1','1','2',383,9.627
'11055943','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',208823,'-9','1','1','-9',1146,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1042,4.398
'11055951','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',185149,'2','1','1','1',829,1,-6,-6,-6,'-6','-6','-6','1','1','1',1208,3.376
'11055952','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',142510,'2','1','1','2',520,1,-6,-6,-6,'-6','-6','-6','1','1','2',517,2.16
'11055955','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,120530,'-6','1','1','-6','3','2',1533,6.582
'11055955','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,60222,'-6','1','1','-6','3','2',172,4.686
'11055961','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',429658,'2','1','1','1',3769,1,-6,-6,-6,'-6','-6','-6','1','1','1',448,8.105
'11055965','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',96800,'1','1','1','2',595,1,110625,0,-6,'1','-6','-6','1','1','1',644,2.302
'11055974','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',92660,'-9','1','1','-9',834,1,-6,-6,-6,'-6','-6','-6','-9','1','2',846,2.455
'11055975','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',135829,'2','1','1','1',674,1,-6,-6,-6,'-6','-6','-6','1','1','1',1437,3.944
'11055980','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,-9,'-6','1','1','-6','3','2',908,5.966
'11055984','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',530842,'1','1','1','1',1913,1,-6,-6,-6,'2','-6','-6','1','1','1',2967,3.012
'11055990','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','1',436151,'1','1','1','1',1384,1,-6,-6,-6,'2','-6','-6','1','1','2',2360,3.211
'11055990','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','1',38443,'-6','2','1','2',189,2,-6,-6,-6,'-6','-6','-6','1','2','2',151,3.371
'11055997','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',445837,'2','1','1','2',2194,1,-6,-6,-6,'-6','-6','-6','1','1','2',2411,5.834
'11056004','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',593389,'2','1','1','1',2620,1,-6,-6,-6,'-6','-6','-6','1','1','1',5243,3.11
'11056008','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',126887,'2','1','2','1',562,1,-6,-6,-6,'-6','-6','-6','1','1','1',1166,3.69
'11056015','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',210876,'1','1','1','1',793,1,-6,-6,-6,'2','-6','-6','1','1','1',1510,5.262
'11056019','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',1133,'2','1','1','1',10,1,-6,-6,-6,'-6','-6','-6','1','1','1',72,3.982
'11056020','2','0','0','0','2','0','0','0','0','0','0','1','0','3','0','0','0','0',1000,'2','1','1','1',6,1,-6,-6,-6,'-6','-6','-6','1','1','2',659,8.53
'11056023','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',224446,'2','1','1','1',1399,1,-6,-6,-6,'-6','-6','-6','1','1','1',1759,5.893
'11056029','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',700228,'2','1','1','1',2838,1,-6,-6,-6,'-6','-6','-6','1','1','1',4150,3.396
'11056032','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',39504,'2','1','1','1',265,1,-6,-6,-6,'-6','-6','-6','1','1','1',3060,6.856
'11056037','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',644526,'1','1','1','2',2822,1,220148,0,-6,'1','-6','-6','1','1','2',2545,3.443
'11056045','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',129594,'2','1','2','1',588,1,-6,-6,-6,'-6','-6','-6','1','1','1',805,3.219
'11056052','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',438953,'1','1','1','1',1372,1,-6,-6,-6,'2','-6','-6','1','1','1',2150,2.202
'11056054','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',321699,'2','1','1','1',970,1,-6,-6,-6,'-6','-6','-6','1','1','1',2640,2.429
'11056056','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',417451,'1','1','1','2',1435,1,36840,20,-6,'1','-6','-6','1','1','2',1917,2.811
'11056058','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',269074,'-9','1','1','-9',1277,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1440,4.211
'11056065','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',106462,'1','1','1','1',524,1,145690,0,-6,'1','-6','-6','1','1','1',2722,5.505
'11056072','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',61349,'2','1','1','1',368,1,-6,-6,-6,'-6','-6','-6','1','1','1',506,6.9
'11056077','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',421616,'2','1','1','1',2631,1,-6,-6,-6,'-6','-6','-6','1','1','1',2971,4.089
'11056082','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',372187,'1','1','1','1',1807,1,-6,-6,-6,'2','-6','-6','1','1','1',2541,2.755
'11056084','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',518712,'1','1','1','1',2611,1,-6,-6,-6,'2','-6','-6','1','1','1',2095,4.179
'11056096','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',107675,'1','1','1','1',597,1,-6,-6,-6,'2','-6','-6','1','1','1',967,3.203
'11056099','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',272480,'1','1','1','1',1226,1,188277,100,-6,'1','-6','-6','1','1','1',1797,4.433
'11056106','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',138238,'-9','1','1','-9',981,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1033,7.763
'11056110','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',51683,'1','1','1','1',244,1,-6,-6,-6,'2','-6','-6','1','1','1',647,3.545
'11056111','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',71708,'2','1','1','2',364,1,-6,-6,-6,'-6','-6','-6','1','1','1',382,5.061
'11056117','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',371840,'1','1','1','1',1601,1,-6,-6,-6,'2','-6','-6','1','1','1',2524,3.225
'11056118','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',141173,'1','1','1','2',1345,1,-6,-6,-6,'2','-6','-6','1','1','2',1429,3.007
'11056122','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',232653,'2','1','1','1',1205,1,-6,-6,-6,'-6','-6','-6','1','1','1',1616,4.461
'11056126','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',44425,'2','1','2','2',400,1,-6,-6,-6,'-6','-6','-6','1','1','2',376,6.04
'11056127','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',175427,'2','1','1','1',764,1,-6,-6,-6,'-6','-6','-6','1','1','1',1269,3.159
'11056142','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',50052,'2','1','1','1',232,1,-6,-6,-6,'-6','-6','-6','1','1','1',564,3.179
'11056146','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',119171,'2','1','1','1',491,1,-6,-6,-6,'-6','-6','-6','1','1','1',888,3.507
'11056162','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',109434,'2','1','1','1',422,1,-6,-6,-6,'-6','-6','-6','1','1','1',708,2.9
'11056170','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',112059,'2','1','1','1',388,1,-6,-6,-6,'-6','-6','-6','1','1','1',1229,2.092
'11056188','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',3687990,'2','1','2','1',16293,1,-6,-6,-6,'-6','-6','-6','1','1','1',22630,3.173
'11056196','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',658879,'1','1','1','1',2894,1,-6,-6,-6,'2','-6','-6','1','1','1',4365,2.901
'11056199','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',202234,'2','1','1','1',993,1,-6,-6,-6,'-6','-6','-6','1','1','1',1829,4.779
'11056199','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,3337,'-6','1','1','-6','3','2',245,8.766
'11056200','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',290275,'2','1','1','1',1428,1,-6,-6,-6,'-6','-6','-6','1','1','1',2951,3.137
'11056201','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',199165,'2','1','1','1',800,1,-6,-6,-6,'-6','-6','-6','1','1','1',1452,2.689
'11056203','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',140358,'1','1','1','1',757,1,8422,0,-6,'1','-6','-6','1','1','1',1173,3.768
'11056209','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',219634,'2','1','1','2',1152,1,-6,-6,-6,'-6','-6','-6','1','1','2',1384,5.544
'11056212','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',368591,'2','1','1','1',2506,1,-6,-6,-6,'-6','-6','-6','1','1','1',2993,7.071
'11056216','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',30129,'1','1','1','1',113,1,-6,-6,-6,'2','-6','-6','1','1','2',936,3.993
'11056220','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',141680,'1','1','1','1',592,1,-6,-6,-6,'2','-6','-6','1','1','1',1041,3.164
'11056223','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',31397,'2','1','1','2',242,1,-6,-6,-6,'-6','-6','-6','1','1','1',141,6.63
'11056226','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',383859,'2','1','1','2',2557,1,-6,-6,-6,'-6','-6','-6','1','1','1',2569,2.102
'11056233','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',370743,'2','1','1','1',1196,1,-6,-6,-6,'-6','-6','-6','1','1','1',2816,2.773
'11056240','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',136217,'1','1','2','2',720,1,-6,-6,-6,'2','-6','-6','1','1','2',903,7.05
'11056241','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',247214,'2','1','1','1',1289,1,-6,-6,-6,'-6','-6','-6','1','1','1',1912,3.045
'11056243','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',186641,'-9','1','1','-9',805,1,-6,-6,-6,'-6','-6','-6','-9','1','2',773,3.008
'11056255','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',234002,'1','1','1','1',2095,1,-6,-6,-6,'2','-6','-6','1','1','1',2423,2.767
'11056257','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',20418,'-9','1','1','-9',147,1,-6,-6,-6,'-6','-6','-6','-9','1','2',155,4.018
'11056260','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',63793,'2','1','1','1',320,1,-6,-6,-6,'-6','-6','-6','1','1','1',581,3.122
